ID,Richness,Berger_Parker,Simpson,Shannon
Mock6,17,0.14849853134952495,0.8861420650211005,2.304378378167254
Kraken2+Bracken,15,0.20100599926539606,0.8528768732590405,2.1130216505435024
Metaphlan,13,0.22705561782657596,0.8502008247649128,2.0886268338254674
motus,12,0.26401335867992914,0.8415522320821311,2.0586958883513065
ganon,13,0.2260322038562294,0.8559318516190524,2.106276520302048
