ID,Richness,Berger_Parker,Simpson,Shannon
Mock-7,11,0.13,0.8916,2.2802512700396784
Kraken2+Bracken,11,0.23376809958233705,0.8700863571259245,2.192345973567706
Metaphlan,10,0.251184976300474,0.8435411278174709,2.025012946084684
motus,9,0.24587140779969976,0.8326393702628989,1.9296639656420527
ganon,11,0.2550496240601504,0.8514145285499463,2.0813698905170734
