ID,Richness,Berger_Parker,Simpson,Shannon
Mock4,11,0.30388148622037403,0.7208972359075226,1.4287718533264546
Kraken2+Bracken,11,0.4826570379386885,0.6804855027471267,1.3960467781298294
Metaphlan,8,0.31712015856007925,0.7062220363561398,1.343358379406873
motus,8,0.36437382076407704,0.7071465470434817,1.3769097319919614
ganon,11,0.3417147093518752,0.710851029327576,1.3860083183211733
