ID,Richness,Berger_Parker,Simpson,Shannon
Mock5,11,0.3005041681225977,0.7265206788073875,1.4553524188590197
Kraken2+Bracken,11,0.39060576150112447,0.7047129181203811,1.3987094797272228
Metaphlan,7,0.33671400689668207,0.7218629762926126,1.4184577503243185
motus,8,0.3280135068175018,0.73383201734828,1.4846262922593856
ganon,11,0.3414932384718724,0.7262784440801866,1.4630145477441518
