ID,Richness,Berger_Parker,Simpson,Shannon
Mock3,19,0.07340425531914893,0.9458374830239927,2.929916149217907
Kraken2+Bracken,17,0.10248954927362276,0.9286516567569231,2.7212081596907356
Metaphlan,17,0.09855931827118193,0.9358724368362007,2.7840400156230047
motus,17,0.09526777447375252,0.9369224530197754,2.7957572290511057
ganon,17,0.0946865674720298,0.9366316536713677,2.794387063182889
