ID,Richness,Berger_Parker,Simpson,Shannon
Mock2,57,0.37987631470764693,0.8323525967091282,2.6808660139521363
Kraken2+Bracken,47,0.1250084809010109,0.933948945360285,3.03740780814689
Metaphlan,44,0.4395226380949823,0.7863192878051732,2.4415054335579742
motus,36,0.4675112284027437,0.7514554482852821,2.1534864670655134
ganon,47,0.09041414291878633,0.9462574642541928,3.1569119661588996
