ID,Richness,Berger_Parker,Simpson,Shannon,Subsampling,Metodo,DB
1,21,0.09790661024,0.9390015385,2.889220465,25,deblur,SILVA
2,21,0.09701449227,0.9393055944,2.892147653,50,deblur,SILVA
3,21,0.09716778982,0.9392730442,2.891983278,75,deblur,SILVA
4,21,0.09699624142,0.9391997589,2.891244533,100,deblur,SILVA
5,20,0.110998823,0.936500804,2.840703865,25,dada,SILVA
6,20,0.1113149993,0.9365914698,2.841125565,50,dada,SILVA
7,20,0.1103163325,0.9367465652,2.84242396,75,dada,SILVA
8,20,0.1112219137,0.9367466396,2.842468009,100,dada,SILVA
9,21,0.0980465255,0.9389517834,2.888826651,25,otu_cr,SILVA
10,21,0.09713684891,0.9391497102,2.890836577,50,otu_cr,SILVA
11,21,0.09714738773,0.9392599149,2.891770691,75,otu_cr,SILVA
12,21,0.09729771752,0.939228265,2.891618812,100,otu_cr,SILVA
13,21,0.09790661024,0.9390015385,2.889220465,25,otu_or,SILVA
14,21,0.09701449227,0.9393055944,2.892147653,50,otu_or,SILVA
15,21,0.09716778982,0.9392730442,2.891983278,75,otu_or,SILVA
16,21,0.09699624142,0.9391997589,2.891244533,100,otu_or,SILVA
17,21,0.09790661024,0.9390015385,2.889220465,25,otu_dn,SILVA
18,21,0.09701449227,0.9393055944,2.892147653,50,otu_dn,SILVA
19,21,0.09716778982,0.9392730442,2.891983278,75,otu_dn,SILVA
20,21,0.09699624142,0.9391997589,2.891244533,100,otu_dn,SILVA
21,20,0.09146741527,0.9418301618,2.91129269,25,kraken2,SILVA
22,20,0.09184046835,0.9419416795,2.912396839,50,kraken2,SILVA
23,20,0.09129344938,0.9419590524,2.91252161,75,kraken2,SILVA
24,20,0.09147660614,0.9419445524,2.912380662,100,kraken2,SILVA
25,21,0.09790661024,0.9390015385,2.889220465,25,deblur,GG
26,21,0.09701449227,0.9393055944,2.892147653,50,deblur,GG
27,21,0.09716778982,0.9392730442,2.891983278,75,deblur,GG
28,21,0.09699624142,0.9391997589,2.891244533,100,deblur,GG
29,20,0.110998823,0.936500804,2.840703865,25,dada,GG
30,20,0.1113149993,0.9365914698,2.841125565,50,dada,GG
31,20,0.1103163325,0.9367465652,2.84242396,75,dada,GG
