ID,Richness,Berger_Parker,Simpson,Shannon,Subsampling,Metodo,DB
32,20,0.1112219137,0.9367466396,2.842468009,100,dada,GG
33,21,0.0980465255,0.9389517834,2.888826651,25,otu_cr,GG
34,21,0.09713684891,0.9391497102,2.890836577,50,otu_cr,GG
35,21,0.09714738773,0.9392599149,2.891770691,75,otu_cr,GG
36,21,0.09729771752,0.939228265,2.891618812,100,otu_cr,GG
37,21,0.09790661024,0.9390015385,2.889220465,25,otu_or,GG
38,21,0.09701449227,0.9393055944,2.892147653,50,otu_or,GG
39,21,0.09716778982,0.9392730442,2.891983278,75,otu_or,GG
40,21,0.09699624142,0.9391997589,2.891244533,100,otu_or,GG
41,21,0.09790661024,0.9390015385,2.889220465,25,otu_dn,GG
42,21,0.09701449227,0.9393055944,2.892147653,50,otu_dn,GG
43,21,0.09716778982,0.9392730442,2.891983278,75,otu_dn,GG
44,21,0.09699624142,0.9391997589,2.891244533,100,otu_dn,GG
45,21,0.09155226007,0.9410669045,2.913356952,25,kraken2,GG
46,21,0.09096843809,0.9411869345,2.91430983,50,kraken2,GG
47,21,0.09078216808,0.9411483523,2.913962622,75,kraken2,GG
48,21,0.09063325249,0.9411764523,2.914362607,100,kraken2,GG
49,21,0.09790661024,0.9390015385,2.889220465,25,deblur,RDP
50,21,0.09701449227,0.9393055944,2.892147653,50,deblur,RDP
51,21,0.09716778982,0.9392730442,2.891983278,75,deblur,RDP
52,21,0.09699624142,0.9391997589,2.891244533,100,deblur,RDP
53,20,0.110998823,0.936500804,2.840703865,25,dada,RDP
54,20,0.1113149993,0.9365914698,2.841125565,50,dada,RDP
55,20,0.1103163325,0.9367465652,2.84242396,75,dada,RDP
56,20,0.1112219137,0.9367466396,2.842468009,100,dada,RDP
57,21,0.0980465255,0.9389517834,2.888826651,25,otu_cr,RDP
58,21,0.09713684891,0.9391497102,2.890836577,50,otu_cr,RDP
59,21,0.09714738773,0.9392599149,2.891770691,75,otu_cr,RDP
60,21,0.09729771752,0.939228265,2.891618812,100,otu_cr,RDP
61,21,0.09790661024,0.9390015385,2.889220465,25,otu_or,RDP
62,21,0.09701449227,0.9393055944,2.892147653,50,otu_or,RDP
63,21,0.09716778982,0.9392730442,2.891983278,75,otu_or,RDP
64,21,0.09699624142,0.9391997589,2.891244533,100,otu_or,RDP
65,21,0.0980465255,0.9389517834,2.888826651,25,otu_dn,RDP
66,21,0.09713684891,0.9391497102,2.890836577,50,otu_dn,RDP
67,21,0.09714738773,0.9392599149,2.891770691,75,otu_dn,RDP
68,21,0.09729771752,0.939228265,2.891618812,100,otu_dn,RDP
69,21,0.09332662642,0.939341687,2.889636107,25,kraken2,RDP
70,21,0.09282305762,0.9393731554,2.889146303,50,kraken2,RDP
71,21,0.09272843336,0.9394050103,2.889636598,75,kraken2,RDP
72,21,0.09253261308,0.9394690682,2.890570413,100,kraken2,RDP
73,21,0.09790661024,0.9390015385,2.889220465,25,deblur,EZ
74,21,0.09701449227,0.9393055944,2.892147653,50,deblur,EZ
75,21,0.09716778982,0.9392730442,2.891983278,75,deblur,EZ
76,21,0.09699624142,0.9391997589,2.891244533,100,deblur,EZ
77,20,0.110998823,0.936500804,2.840703865,25,dada,EZ
78,20,0.1113149993,0.9365914698,2.841125565,50,dada,EZ
79,20,0.1103163325,0.9367465652,2.84242396,75,dada,EZ
80,20,0.1112219137,0.9367466396,2.842468009,100,dada,EZ
81,21,0.0980465255,0.9389517834,2.888826651,25,otu_cr,EZ
82,21,0.09713684891,0.9391497102,2.890836577,50,otu_cr,EZ
83,21,0.09714738773,0.9392599149,2.891770691,75,otu_cr,EZ
84,21,0.09729771752,0.939228265,2.891618812,100,otu_cr,EZ
85,21,0.09790661024,0.9390015385,2.889220465,25,otu_or,EZ
86,21,0.09701449227,0.9393055944,2.892147653,50,otu_or,EZ
87,21,0.09716778982,0.9392730442,2.891983278,75,otu_or,EZ
88,21,0.09699624142,0.9391997589,2.891244533,100,otu_or,EZ
89,21,0.09790661024,0.9390015385,2.889220465,25,otu_dn,EZ
90,21,0.09701449227,0.9393055944,2.892147653,50,otu_dn,EZ
91,21,0.09716778982,0.9392730442,2.891983278,75,otu_dn,EZ
92,21,0.09699624142,0.9391997589,2.891244533,100,otu_dn,EZ
93,19,0.1101751402,0.9363354186,2.829194588,25,kraken2,kraken2
94,19,0.1094415659,0.9365045497,2.830877848,50,kraken2,kraken2
95,19,0.109758483,0.936564283,2.831337686,75,kraken2,kraken2
96,19,0.1098739133,0.9366587747,2.831976515,100,kraken2,kraken2
