ID,Richness,Berger_Parker,Simpson,Shannon,Subsampling,Metodo,DB
61,21,0.1275629747,0.9205471912,2.689641129,25,otu_or,RDP
62,21,0.1278546243,0.9205828109,2.690744593,50,otu_or,RDP
63,21,0.1278297347,0.9205835588,2.690790188,75,otu_or,RDP
64,21,0.1276168823,0.9206212898,2.690932357,100,otu_or,RDP
65,21,0.127134709,0.920622921,2.689063767,25,otu_dn,RDP
66,21,0.12754778,0.9206114216,2.689354562,50,otu_dn,RDP
67,21,0.1274817603,0.9206269195,2.689632179,75,otu_dn,RDP
68,21,0.1272657206,0.9206697458,2.68994576,100,otu_dn,RDP
69,19,0.1275271797,0.9234629463,2.679958938,25,kraken2,RDP
70,18,0.1814046029,0.9082147296,2.57571303,50,kraken2,RDP
71,18,0.1723641677,0.9125282515,2.601912206,75,kraken2,RDP
72,18,0.1697989582,0.9145778398,2.625917412,100,kraken2,RDP
73,21,0.0994480674,0.9357169855,2.853092872,25,deblur,EZ
74,21,0.09919727885,0.9356797878,2.853108781,50,deblur,EZ
75,21,0.09875752173,0.9356792456,2.853173554,75,deblur,EZ
76,21,0.09899612739,0.9356829404,2.853311522,100,deblur,EZ
77,20,0.09018235662,0.9394120648,2.888242202,25,dada,EZ
78,20,0.09066788533,0.9393114153,2.887651537,50,dada,EZ
79,20,0.09129146268,0.9393332259,2.88793674,75,dada,EZ
80,21,0.09202116801,0.939447767,2.8889774,100,dada,EZ
81,21,0.1139304078,0.9275777406,2.743474212,25,otu_cr,EZ
82,21,0.1136832729,0.927712625,2.744962993,50,otu_cr,EZ
83,21,0.1131664054,0.9277055442,2.744979681,75,otu_cr,EZ
84,21,0.1134180487,0.927689205,2.744888527,100,otu_cr,EZ
85,21,0.1275629747,0.9205471912,2.689641129,25,otu_or,EZ
86,21,0.1278546243,0.9205828109,2.690744593,50,otu_or,EZ
87,21,0.1278297347,0.9205835588,2.690790188,75,otu_or,EZ
88,21,0.1276168823,0.9206212898,2.690932357,100,otu_or,EZ
89,21,0.127134709,0.920622921,2.689063767,25,otu_dn,EZ
90,21,0.12754778,0.9206114216,2.689354562,50,otu_dn,EZ
91,21,0.1274817603,0.9206269195,2.689632179,75,otu_dn,EZ
92,21,0.1272657206,0.9206697458,2.68994576,100,otu_dn,EZ
93,20,0.09537695401,0.9338588476,2.798415589,25,kraken2,kraken2
94,20,0.09484681145,0.9339267919,2.799009219,50,kraken2,kraken2
95,20,0.09484681145,0.9339267919,2.799009219,75,kraken2,kraken2
96,20,0.09484681145,0.9339267919,2.799009219,100,kraken2,kraken2
