ID,Richness,Berger_Parker,Simpson,Shannon
Mock-9,19,0.07340425532,0.945837483,2.929916149
Kraken2+Bracken,18,0.1073586918,0.9241548324,2.65981119
Metaphlan,17,0.09988984484,0.9364722129,2.790941734
motus,14,0.1187409378,0.9224932027,2.594156089
ganon,18,0.09427728207,0.9366871529,2.795198799
